"typ","mean","sd","sdsqrtn","n"
"R1",9.43290513084476,0.476027879214591,0.179921626505043,7
"R2",19.5548254234894,0.898350692590392,0.317614933307149,8
"R1R2s",29.7276379389964,0.239028235439942,0.09758286849095,6
"R1R2r",11.4098408948728,0.429884616101612,0.16248111237962,7
